t_ms,lat,lon,speed_kmh,heading_deg,sats,lap,lap_time_ms,best_lap_ms,delta_ms
78400,-23.703300,-46.698195,63.62,77.7,8,3,2200,37600,-200
78500,-23.703291,-46.698206,64.76,77.3,9,3,2300,37600,-200
78600,-23.703282,-46.698217,65.91,76.8,10,3,2400,37600,-200
78700,-23.703266,-46.698241,67.06,76.0,8,3,2500,37600,-200
78800,-23.703259,-46.698253,68.22,75.6,9,3,2600,37600,-200
78900,-23.703252,-46.698266,69.37,75.2,10,3,2700,37600,-200
79000,-23.703240,-46.698291,70.52,74.4,12,3,2800,37600,-200
79100,-23.703234,-46.698306,71.67,74.0,12,3,2900,37600,-200
79200,-23.703229,-46.698319,72.82,73.6,11,3,3000,37600,-200
79300,-23.703219,-46.698347,73.98,72.9,8,3,3100,37600,-200
79400,-23.703216,-46.698359,75.13,72.6,11,3,3200,37600,-200
79500,-23.703212,-46.698374,76.28,72.3,10,3,3300,37600,-200
79600,-23.703205,-46.698403,77.43,71.6,10,3,3400,37600,-200
79700,-23.703202,-46.698417,77.95,71.3,10,3,3500,37600,-200
79800,-23.703196,-46.698445,77.68,70.6,11,3,3600,37600,-200
79900,-23.703194,-46.698460,78.08,70.3,8,3,3700,37600,-200
80000,-23.703190,-46.698489,77.42,69.7,10,3,3800,37600,-200
80100,-23.703188,-46.698505,78.52,69.4,11,3,3900,37600,-200
80200,-23.703187,-46.698517,77.77,69.1,11,3,4000,37600,-200
80300,-23.703184,-46.698549,78.55,68.5,9,3,4100,37600,-200
80400,-23.703183,-46.698562,77.64,68.2,11,3,4200,37600,-200
80500,-23.703182,-46.698591,77.81,67.6,9,3,4300,37600,-200
80600,-23.703181,-46.698608,77.62,67.3,9,3,4400,37600,-200
80700,-23.703181,-46.698635,77.88,66.7,8,3,4500,37600,-200
80800,-23.703181,-46.698652,77.51,66.4,11,3,4600,37600,-200
80900,-23.703181,-46.698679,77.22,65.8,9,3,4699,37600,-200
81000,-23.703181,-46.698693,78.35,65.6,8,3,4799,37600,-200
81100,-23.703182,-46.698711,77.66,65.2,9,3,4899,37600,-200
81200,-23.703183,-46.698739,77.60,64.7,9,3,4999,37600,-200
81300,-23.703184,-46.698753,77.69,64.4,8,3,5099,37600,-200
81400,-23.703186,-46.698784,77.97,63.7,12,3,5199,37600,-200
81500,-23.703187,-46.698798,77.89,63.4,10,3,5299,37600,-200
81600,-23.703190,-46.698826,78.21,62.9,9,3,5399,37600,-200
81700,-23.703191,-46.698840,78.25,62.6,11,3,5499,37600,-200
81800,-23.703195,-46.698871,77.79,61.9,8,3,5599,37600,-200
81900,-23.703196,-46.698885,78.67,61.6,11,3,5699,37600,-200
82000,-23.703198,-46.698898,78.55,61.3,8,3,5799,37600,-200
82100,-23.703202,-46.698929,77.31,60.6,8,3,5899,37600,-200
82200,-23.703204,-46.698942,78.46,60.3,11,3,5999,37600,-200
82300,-23.703209,-46.698972,78.63,59.6,10,3,6099,37600,-200
82400,-23.703211,-46.698988,78.44,59.2,10,3,6199,37600,-200
82500,-23.703216,-46.699017,77.44,58.5,9,3,6299,37600,-200
82600,-23.703219,-46.699029,78.52,58.2,11,3,6399,37600,-200
82700,-23.703224,-46.699060,78.21,57.3,8,3,6499,37600,-200
82800,-23.703227,-46.699075,77.24,56.9,10,3,6599,37600,-200
82900,-23.703230,-46.699090,77.24,56.5,9,3,6699,37600,-200
83000,-23.703236,-46.699118,78.39,55.7,10,3,6799,37600,-200
83100,-23.703239,-46.699132,78.24,55.2,9,3,6899,37600,-200
83200,-23.703245,-46.699161,77.61,54.3,8,3,6999,37600,-200
83300,-23.703248,-46.699174,77.38,53.8,9,3,7099,37600,-200
83400,-23.703254,-46.699203,77.44,52.8,11,3,7199,37600,-200
83500,-23.703257,-46.699217,77.58,52.2,12,3,7299,37600,-200
83600,-23.703260,-46.699233,78.43,51.6,9,3,7399,37600,-200
83700,-23.703266,-46.699260,77.76,50.3,11,3,7499,37600,-200
83800,-23.703269,-46.699276,77.46,49.6,9,3,7599,37600,-200
83900,-23.703274,-46.699304,78.61,48.0,10,3,7699,37600,-200
84000,-23.703276,-46.699319,78.46,47.1,11,3,7799,37600,-200
84100,-23.703279,-46.699348,77.48,45.2,11,3,7899,37600,-200
84200,-23.703280,-46.699363,74.96,43.9,9,3,7999,37600,-200
84300,-23.703279,-46.699378,72.44,42.6,9,3,8099,37600,-200
84400,-23.703275,-46.699407,69.92,39.5,8,3,8199,37600,-200
84500,-23.703270,-46.699420,67.40,37.8,10,3,8299,37600,-200
84600,-23.703264,-46.699433,64.88,36.0,12,3,8399,37600,-200
84700,-23.703257,-46.699446,62.36,34.1,10,3,8499,37600,-200
84800,-23.703249,-46.699458,59.84,32.2,10,3,8599,37600,-200
84900,-23.703231,-46.699481,60.99,28.6,9,3,8699,37600,-200
85000,-23.703223,-46.699492,62.15,26.8,10,3,8799,37600,-200
85100,-23.703214,-46.699504,63.30,25.0,11,3,8899,37600,-200
85200,-23.703207,-46.699515,64.45,23.3,8,3,8999,37600,-200
85300,-23.703199,-46.699527,65.60,21.6,10,3,9099,37600,-200
85400,-23.703185,-46.699552,66.75,18.1,11,3,9199,37600,-200
85500,-23.703179,-46.699566,64.23,16.3,11,3,9299,37600,-200
85600,-23.703174,-46.699579,61.71,14.6,8,3,9399,37600,-200
85700,-23.703170,-46.699594,60.15,12.8,9,3,9499,37600,-200
85800,-23.703166,-46.699607,59.28,11.1,12,3,9599,37600,-200
85900,-23.703163,-46.699622,59.32,9.3,8,3,9699,37600,-200
86000,-23.703161,-46.699636,58.74,7.6,9,3,9799,37600,-200
86100,-23.703160,-46.699651,59.42,5.9,12,3,9899,37600,-200
86200,-23.703160,-46.699665,59.48,4.1,11,3,9999,37600,-200
86300,-23.703162,-46.699695,60.58,0.6,10,3,10099,37600,-200
86400,-23.703164,-46.699709,61.73,358.9,8,3,10199,37600,-200
86500,-23.703166,-46.699724,62.88,357.1,10,3,10299,37600,-200
86600,-23.703170,-46.699738,64.04,355.4,9,3,10399,37600,-200
86700,-23.703174,-46.699752,65.19,353.6,10,3,10499,37600,-200
86800,-23.703178,-46.699767,66.34,351.8,11,3,10599,37600,-200
86900,-23.703189,-46.699794,67.49,348.2,10,3,10699,37600,-200
87000,-23.703194,-46.699807,68.64,346.5,9,3,10799,37600,-200
87100,-23.703200,-46.699820,69.80,344.6,9,3,10899,37600,-200
87200,-23.703212,-46.699846,70.95,340.9,8,3,10999,37600,-200
87300,-23.703218,-46.699860,72.10,339.0,11,3,11099,37600,-200
87400,-23.703224,-46.699873,73.25,337.1,10,3,11199,37600,-200
87500,-23.703232,-46.699901,70.73,333.3,11,3,11299,37600,-200
87600,-23.703235,-46.699916,68.21,331.6,9,3,11399,37600,-200
87700,-23.703237,-46.699930,65.69,329.8,8,3,11499,37600,-200
87800,-23.703238,-46.699945,63.17,328.3,10,3,11599,37600,-200
87900,-23.703237,-46.699960,60.65,326.7,9,3,11699,37600,-200
88000,-23.703236,-46.699974,59.30,325.4,8,3,11799,37600,-200
88100,-23.703232,-46.700002,60.46,323.0,11,3,11899,37600,-200
88200,-23.703229,-46.700017,61.61,322.0,12,3,11999,37600,-200
88300,-23.703226,-46.700032,62.76,320.9,10,3,12099,37600,-200
88400,-23.703223,-46.700046,63.91,320.0,12,3,12199,37600,-200
88500,-23.703219,-46.700061,65.06,319.1,9,3,12299,37600,-200
88600,-23.703212,-46.700088,66.22,317.5,11,3,12399,37600,-200
88700,-23.703208,-46.700103,67.37,316.8,8,3,12499,37600,-200
88800,-23.703204,-46.700116,68.52,316.1,12,3,12599,37600,-200
88900,-23.703200,-46.700129,69.67,315.5,10,3,12699,37600,-200
89000,-23.703192,-46.700158,70.82,314.2,9,3,12799,37600,-200
89100,-23.703188,-46.700172,71.98,313.6,10,3,12899,37600,-200
89200,-23.703184,-46.700187,73.13,313.0,11,3,12999,37600,-200
89300,-23.703177,-46.700213,74.28,312.0,8,3,13099,37600,-200
89400,-23.703173,-46.700230,75.43,311.4,11,3,13199,37600,-200
89500,-23.703169,-46.700243,76.58,310.9,9,3,13299,37600,-200
89600,-23.703162,-46.700272,77.74,309.9,10,3,13399,37600,-200
89700,-23.703158,-46.700286,77.55,309.5,12,3,13499,37600,-200
89800,-23.703152,-46.700313,77.90,308.6,9,3,13599,37600,-200
89900,-23.703148,-46.700328,77.88,308.2,9,3,13699,37600,-200
90000,-23.703142,-46.700355,78.08,307.3,9,3,13799,37600,-200
90100,-23.703139,-46.700371,78.51,306.9,12,3,13899,37600,-200
90200,-23.703134,-46.700399,77.68,306.1,9,3,13999,37600,-200
90300,-23.703131,-46.700415,78.51,305.6,9,3,14099,37600,-200
90400,-23.703128,-46.700428,77.85,305.3,9,3,14199,37600,-200
90500,-23.703123,-46.700457,78.01,304.5,12,3,14299,37600,-200
90600,-23.703121,-46.700473,77.64,304.1,8,3,14399,37600,-200
90700,-23.703117,-46.700499,78.01,303.4,8,3,14499,37600,-200
90800,-23.703115,-46.700516,78.74,303.0,12,3,14599,37600,-200
90900,-23.703112,-46.700545,78.24,302.3,11,3,14699,37600,-200
91000,-23.703110,-46.700558,78.46,301.9,10,3,14799,37600,-200
91100,-23.703108,-46.700588,77.74,301.2,9,3,14899,37600,-200
91200,-23.703106,-46.700604,77.71,300.8,9,3,14999,37600,-200
91300,-23.703106,-46.700617,77.69,300.5,9,3,15099,37600,-200
91400,-23.703104,-46.700649,78.13,299.7,12,3,15199,37600,-200
91500,-23.703104,-46.700662,78.21,299.4,9,3,15299,37600,-200
91600,-23.703104,-46.700693,78.44,298.6,12,3,15399,37600,-200
91700,-23.703104,-46.700705,77.28,298.3,10,3,15499,37600,-200
91800,-23.703105,-46.700735,78.35,297.6,9,3,15599,37600,-200
91900,-23.703106,-46.700750,78.60,297.2,8,3,15699,37600,-200
92000,-23.703108,-46.700779,78.07,296.5,8,3,15799,37600,-200
92100,-23.703110,-46.700796,77.30,296.1,12,3,15899,37600,-200
92200,-23.703111,-46.700809,77.69,295.7,11,3,15999,37600,-200
92300,-23.703116,-46.700838,77.23,294.9,8,3,16099,37600,-200
92400,-23.703119,-46.700854,77.52,294.5,12,3,16199,37600,-200
92500,-23.703125,-46.700881,78.66,293.7,10,3,16299,37600,-200
92600,-23.703128,-46.700894,78.17,293.3,10,3,16399,37600,-200
92700,-23.703137,-46.700923,78.25,292.5,10,3,16499,37600,-200
92800,-23.703142,-46.700937,77.76,292.0,11,3,16599,37600,-200
92900,-23.703154,-46.700964,75.24,291.1,8,3,16699,37600,-200
93000,-23.703160,-46.700976,72.72,290.6,8,3,16799,37600,-200
93100,-23.703168,-46.700989,70.20,290.1,11,3,16899,37600,-200
93200,-23.703176,-46.701001,67.68,289.6,11,3,16999,37600,-200
93300,-23.703194,-46.701023,65.16,288.5,9,3,17099,37600,-200
93400,-23.703203,-46.701034,62.64,288.0,10,3,17199,37600,-200
93500,-23.703214,-46.701043,60.12,287.4,9,3,17299,37600,-200
93600,-23.703224,-46.701051,57.60,286.9,9,3,17399,37600,-200
93700,-23.703236,-46.701059,55.08,286.3,12,3,17499,37600,-200
93800,-23.703248,-46.701065,54.20,285.7,10,3,17599,37600,-200
93900,-23.703261,-46.701071,55.04,285.1,8,3,17699,37600,-200
94000,-23.703273,-46.701076,55.32,284.5,9,3,17799,37600,-200
94100,-23.703287,-46.701079,56.47,283.9,10,3,17899,37600,-200
94200,-23.703300,-46.701082,57.62,283.3,12,3,17999,37600,-200
94300,-23.703313,-46.701084,58.77,282.8,12,3,18099,37600,-200
94400,-23.703327,-46.701085,59.92,282.2,8,3,18199,37600,-200
94500,-23.703341,-46.701086,61.08,281.6,10,3,18299,37600,-200
94600,-23.703367,-46.701085,62.23,280.4,12,3,18399,37600,-200
94700,-23.703381,-46.701084,63.38,279.8,11,3,18499,37600,-200
94800,-23.703393,-46.701083,64.53,279.3,12,3,18599,37600,-200
94900,-23.703407,-46.701081,65.68,278.7,8,3,18699,37600,-200
95000,-23.703420,-46.701080,66.84,278.1,8,3,18799,37600,-200
95100,-23.703447,-46.701075,67.99,276.9,10,3,18900,37600,-200
95200,-23.703461,-46.701073,69.14,276.3,9,3,19000,37600,-200
95300,-23.703474,-46.701070,70.29,275.7,10,3,19100,37600,-200
95400,-23.703501,-46.701064,71.44,274.5,11,3,19200,37600,-200
95500,-23.703513,-46.701061,72.60,274.0,12,3,19300,37600,-200
95600,-23.703527,-46.701058,73.75,273.4,8,3,19400,37600,-200
95700,-23.703553,-46.701049,74.90,272.2,10,3,19500,37600,-200
95800,-23.703565,-46.701045,76.05,271.6,8,3,19600,37600,-200
95900,-23.703590,-46.701034,76.67,270.5,11,3,19700,37600,-200
96000,-23.703602,-46.701027,74.15,269.9,11,3,19800,37600,-200
96100,-23.703614,-46.701020,71.63,269.3,12,3,19900,37600,-200
96200,-23.703626,-46.701013,69.11,268.8,8,3,20000,37600,-200
96300,-23.703647,-46.700996,68.71,267.7,12,3,20100,37600,-200
96400,-23.703658,-46.700987,69.13,267.2,12,3,20200,37600,-200
96500,-23.703668,-46.700977,69.83,266.7,9,3,20300,37600,-200
96600,-23.703687,-46.700956,70.98,265.7,8,3,20400,37600,-200
96700,-23.703696,-46.700945,72.13,265.2,9,3,20500,37600,-200
96800,-23.703704,-46.700934,73.28,264.7,8,3,20600,37600,-200
96900,-23.703721,-46.700910,74.44,263.8,9,3,20700,37600,-200
97000,-23.703728,-46.700898,75.59,263.3,12,3,20800,37600,-200
97100,-23.703743,-46.700873,76.74,262.4,9,3,20900,37600,-200
97200,-23.703749,-46.700861,77.38,262.0,9,3,21000,37600,-200
97300,-23.703756,-46.700847,78.23,261.5,8,3,21100,37600,-200
97400,-23.703769,-46.700822,77.55,260.7,10,3,21200,37600,-200
97500,-23.703775,-46.700808,77.46,260.2,10,3,21300,37600,-200
97600,-23.703787,-46.700783,77.24,259.3,12,3,21400,37600,-200
97700,-23.703793,-46.700769,77.23,258.8,8,3,21500,37600,-200
97800,-23.703805,-46.700743,78.29,257.9,8,3,21600,37600,-200
97900,-23.703811,-46.700729,77.41,257.4,8,3,21700,37600,-200
98000,-23.703817,-46.700716,78.56,256.9,9,3,21800,37600,-200
98100,-23.703829,-46.700690,77.36,255.8,10,3,21900,37600,-200
98200,-23.703836,-46.700676,78.51,255.2,8,3,22000,37600,-200
98300,-23.703849,-46.700652,77.42,254.1,12,3,22100,37600,-200
98400,-23.703857,-46.700640,74.90,253.4,12,3,22200,37600,-200
98500,-23.703873,-46.700616,72.38,251.9,11,3,22300,37600,-200
98600,-23.703883,-46.700605,69.86,251.1,12,3,22400,37600,-200
98700,-23.703893,-46.700595,67.34,250.3,9,3,22500,37600,-200
98800,-23.703904,-46.700587,64.82,249.5,11,3,22600,37600,-200
98900,-23.703915,-46.700579,62.30,248.6,8,3,22700,37600,-200
99000,-23.703939,-46.700566,59.78,246.9,10,3,22800,37600,-200
99100,-23.703952,-46.700560,60.93,245.9,8,3,22900,37600,-200
99200,-23.703964,-46.700555,62.09,245.1,9,3,23000,37600,-200
99300,-23.703977,-46.700550,63.24,244.2,8,3,23100,37600,-200
99400,-23.703989,-46.700545,64.39,243.3,10,3,23200,37600,-200
99500,-23.704002,-46.700540,65.54,242.4,8,3,23300,37600,-200
99600,-23.704027,-46.700528,66.69,240.6,11,3,23400,37600,-200
99700,-23.704039,-46.700522,67.85,239.7,11,3,23500,37600,-200
99800,-23.704050,-46.700515,65.33,238.9,12,3,23600,37600,-200
99900,-23.704062,-46.700506,62.81,238.0,12,3,23700,37600,-200
100000,-23.704072,-46.700497,60.29,237.1,10,3,23800,37600,-200
100100,-23.704082,-46.700488,57.77,236.3,8,3,23900,37600,-200
100200,-23.704092,-46.700477,55.25,235.3,8,3,24000,37600,-200
100300,-23.704101,-46.700465,54.69,234.4,8,3,24100,37600,-200
100400,-23.704108,-46.700454,55.84,233.7,11,3,24200,37600,-200
100500,-23.704122,-46.700428,56.99,231.9,9,3,24300,37600,-200
100600,-23.704127,-46.700416,58.14,231.2,12,3,24400,37600,-200
100700,-23.704132,-46.700401,59.29,230.3,12,3,24500,37600,-200
100800,-23.704136,-46.700388,60.45,229.6,9,3,24600,37600,-200
100900,-23.704140,-46.700373,61.60,228.8,9,3,24700,37600,-200
101000,-23.704143,-46.700359,62.75,228.0,9,3,24800,37600,-200
101100,-23.704145,-46.700345,63.90,227.3,12,3,24900,37600,-200
101200,-23.704148,-46.700315,65.05,225.8,11,3,25000,37600,-200
101300,-23.704149,-46.700301,66.21,225.1,11,3,25100,37600,-200
101400,-23.704149,-46.700286,67.36,224.3,9,3,25200,37600,-200
101500,-23.704149,-46.700271,68.51,223.6,8,3,25300,37600,-200
101600,-23.704148,-46.700242,69.66,222.1,11,3,25400,37600,-200
101700,-23.704147,-46.700226,70.81,221.4,11,3,25500,37600,-200
101800,-23.704145,-46.700212,71.97,220.7,12,3,25600,37600,-200
101900,-23.704141,-46.700182,73.12,219.2,12,3,25700,37600,-200
102000,-23.704139,-46.700168,74.27,218.5,12,3,25800,37600,-200
102100,-23.704137,-46.700154,75.42,217.8,8,3,25900,37600,-200
102200,-23.704131,-46.700127,76.57,216.4,11,3,26000,37600,-200
102300,-23.704127,-46.700110,77.73,215.5,8,3,26100,37600,-200
102400,-23.704119,-46.700083,78.45,214.0,10,3,26200,37600,-200
102500,-23.704116,-46.700069,78.69,213.3,10,3,26300,37600,-200
102600,-23.704107,-46.700042,78.44,211.7,11,3,26400,37600,-200
102700,-23.704102,-46.700027,78.10,210.8,9,3,26500,37600,-200
102800,-23.704098,-46.700014,77.68,210.0,10,3,26600,37600,-200
102900,-23.704088,-46.699987,77.31,208.3,11,3,26700,37600,-200
103000,-23.704082,-46.699972,78.47,207.3,12,3,26800,37600,-200
103100,-23.704072,-46.699946,78.32,205.5,10,3,26900,37600,-200
103200,-23.704066,-46.699933,78.51,204.6,11,3,27000,37600,-200
103300,-23.704055,-46.699905,77.74,202.4,12,3,27100,37600,-200
103400,-23.704049,-46.699893,78.17,201.4,8,3,27200,37600,-200
103500,-23.704038,-46.699866,78.74,199.1,10,3,27300,37600,-200
103600,-23.704032,-46.699851,78.52,197.8,12,3,27400,37600,-200
103700,-23.704027,-46.699839,78.16,196.6,9,3,27500,37600,-200
103800,-23.704017,-46.699811,77.70,193.7,10,3,27600,37600,-200
103900,-23.704012,-46.699797,77.89,192.1,9,3,27700,37600,-200
104000,-23.704005,-46.699769,75.37,188.9,11,3,27800,37600,-200
104100,-23.704003,-46.699754,72.85,187.0,8,3,27900,37600,-200
104200,-23.704001,-46.699739,70.33,185.1,10,3,28000,37600,-200
104300,-23.704002,-46.699710,67.81,181.3,8,3,28100,37600,-200
104400,-23.704004,-46.699695,65.29,179.4,12,3,28200,37600,-200
104500,-23.704006,-46.699681,62.77,177.6,9,3,28300,37600,-200
104600,-23.704010,-46.699666,61.37,175.7,8,3,28400,37600,-200
104700,-23.704014,-46.699653,62.52,174.1,10,3,28500,37600,-200
104800,-23.704019,-46.699639,63.67,172.4,11,3,28600,37600,-200
104900,-23.704028,-46.699613,64.82,169.4,9,3,28700,37600,-200
105000,-23.704034,-46.699598,65.97,167.9,12,3,28800,37600,-200
105100,-23.704039,-46.699585,67.13,166.5,8,3,28900,37600,-200
105200,-23.704045,-46.699571,68.28,165.1,9,3,29000,37600,-200
105300,-23.704055,-46.699544,69.43,162.5,9,3,29100,37600,-200
105400,-23.704060,-46.699531,70.58,161.4,11,3,29200,37600,-200
105500,-23.704064,-46.699517,71.73,160.2,11,3,29300,37600,-200
105600,-23.704073,-46.699490,72.89,157.8,11,3,29400,37600,-200
105700,-23.704077,-46.699475,74.04,156.7,8,3,29500,37600,-200
105800,-23.704081,-46.699461,75.19,155.6,8,3,29600,37600,-200
105900,-23.704088,-46.699432,76.34,153.3,8,3,29700,37600,-200
106000,-23.704091,-46.699418,77.49,152.3,12,3,29800,37600,-200
106100,-23.704096,-46.699389,78.29,150.1,10,3,29900,37600,-200
106200,-23.704098,-46.699374,78.65,149.1,12,3,30000,37600,-200
106300,-23.704100,-46.699345,77.76,147.0,10,3,30100,37600,-200
106400,-23.704100,-46.699330,75.24,145.9,12,3,30200,37600,-200
106500,-23.704100,-46.699316,73.40,144.9,8,3,30300,37600,-200
106600,-23.704098,-46.699286,71.41,142.7,12,3,30400,37600,-200
106700,-23.704095,-46.699271,68.89,141.6,8,3,30500,37600,-200
106800,-23.704093,-46.699257,66.37,140.6,10,3,30600,37600,-200
106900,-23.704089,-46.699243,63.85,139.4,8,3,30700,37600,-200
107000,-23.704085,-46.699228,61.33,138.3,12,3,30800,37600,-200
107100,-23.704074,-46.699202,58.81,136.1,8,3,30900,37600,-200
107200,-23.704067,-46.699189,56.55,134.9,11,3,31000,37600,-200
107300,-23.704059,-46.699177,55.74,133.8,9,3,31100,37600,-200
107400,-23.704051,-46.699166,55.44,132.7,8,3,31200,37600,-200
107500,-23.704042,-46.699155,56.13,131.5,10,3,31300,37600,-200
107600,-23.704032,-46.699145,57.28,130.3,8,3,31400,37600,-200
107700,-23.704022,-46.699135,58.43,129.2,10,3,31500,37600,-200
107800,-23.704011,-46.699127,59.59,128.1,10,3,31600,37600,-200
107900,-23.704000,-46.699118,60.74,126.9,9,3,31700,37600,-200
108000,-23.703989,-46.699110,61.89,125.7,8,3,31800,37600,-200
108100,-23.703977,-46.699102,63.04,124.6,8,3,31900,37600,-200
108200,-23.703955,-46.699086,64.19,122.3,12,3,32000,37600,-200
108300,-23.703944,-46.699077,64.74,121.1,12,3,32100,37600,-200
108400,-23.703934,-46.699067,62.22,119.9,10,3,32200,37600,-200
108500,-23.703925,-46.699057,59.70,118.9,8,3,32300,37600,-200
108600,-23.703917,-46.699045,57.18,117.8,11,3,32400,37600,-200
108700,-23.703910,-46.699032,54.66,116.9,12,3,32500,37600,-200
108800,-23.703904,-46.699019,52.14,116.0,12,3,32600,37600,-200
108900,-23.703899,-46.699006,53.29,115.2,9,3,32700,37600,-200
109000,-23.703895,-46.698992,54.44,114.4,11,3,32800,37600,-200
109100,-23.703891,-46.698977,55.60,113.7,8,3,32900,37600,-200
109200,-23.703888,-46.698963,56.75,113.1,12,3,33000,37600,-200
109300,-23.703885,-46.698949,57.90,112.5,9,3,33100,37600,-200
109400,-23.703883,-46.698935,59.05,112.0,10,3,33200,37600,-200
109500,-23.703881,-46.698920,60.20,111.5,11,3,33300,37600,-200
109600,-23.703877,-46.698891,61.36,110.5,12,3,33400,37600,-200
109700,-23.703875,-46.698876,62.51,110.0,10,3,33500,37600,-200
109800,-23.703874,-46.698861,63.66,109.6,10,3,33600,37600,-200
109900,-23.703872,-46.698848,64.81,109.2,9,3,33700,37600,-200
110000,-23.703870,-46.698832,65.96,108.8,8,3,33800,37600,-200
110100,-23.703868,-46.698804,67.12,108.1,12,3,33900,37600,-200
110200,-23.703866,-46.698789,68.27,107.7,10,3,34000,37600,-200
110300,-23.703864,-46.698774,69.42,107.3,11,3,34100,37600,-200
110400,-23.703863,-46.698759,70.57,107.0,12,3,34200,37600,-200
110500,-23.703860,-46.698731,71.72,106.3,12,3,34300,37600,-200
110600,-23.703858,-46.698715,72.88,105.9,9,3,34400,37600,-200
110700,-23.703856,-46.698702,74.03,105.7,11,3,34500,37600,-200
110800,-23.703852,-46.698672,75.18,105.0,9,3,34600,37600,-200
110900,-23.703850,-46.698659,76.33,104.7,12,3,34700,37600,-200
111000,-23.703846,-46.698629,77.48,104.1,10,3,34800,37600,-200
111100,-23.703844,-46.698615,78.57,103.8,11,3,34900,37600,-200
111200,-23.703839,-46.698585,77.98,103.2,12,3,35000,37600,-200
111300,-23.703837,-46.698572,78.10,102.9,10,3,35100,37600,-200
111400,-23.703833,-46.698555,77.63,102.6,12,3,35200,37600,-200
111500,-23.703828,-46.698529,78.44,102.0,11,3,35300,37600,-200
111600,-23.703825,-46.698513,77.88,101.7,11,3,35400,37600,-200
111700,-23.703818,-46.698484,78.70,101.1,10,3,35500,37600,-200
111800,-23.703814,-46.698471,78.42,100.8,8,3,35600,37600,-200
111900,-23.703807,-46.698443,78.50,100.2,9,3,35700,37600,-200
112000,-23.703802,-46.698428,78.72,99.9,10,3,35800,37600,-200
112100,-23.703793,-46.698399,77.62,99.2,9,3,35900,37600,-200
112200,-23.703788,-46.698385,77.28,98.9,9,3,36000,37600,-200
112300,-23.703783,-46.698372,77.53,98.6,12,3,36100,37600,-200
112400,-23.703773,-46.698345,77.50,97.9,12,3,36200,37600,-200
112500,-23.703768,-46.698333,77.35,97.6,11,3,36300,37600,-200
112600,-23.703755,-46.698306,77.30,96.9,12,3,36400,37600,-200
112700,-23.703748,-46.698293,78.09,96.6,11,3,36500,37600,-200
112800,-23.703734,-46.698268,78.58,95.8,8,3,36600,37600,-200
112900,-23.703727,-46.698256,77.93,95.5,10,3,36700,37600,-200
113000,-23.703710,-46.698233,78.70,94.7,9,3,36800,37600,-200
113100,-23.703702,-46.698222,77.22,94.3,9,3,36900,37600,-200
113200,-23.703692,-46.698211,74.70,93.9,10,3,37000,37600,-200
113300,-23.703673,-46.698190,72.66,93.0,12,3,37100,37600,-200
113400,-23.703662,-46.698180,70.14,92.5,10,3,37200,37600,-200
113500,-23.703651,-46.698172,67.75,92.1,11,3,37300,37600,-200
113600,-23.703629,-46.698156,68.00,91.2,10,3,37400,37600,-200
113700,-23.703618,-46.698149,66.07,90.7,10,3,37500,37600,-200
113800,-23.703600,-46.698140,66.45,90.0,9,3,37600,37600,-200
113900,-23.703600,-46.698140,49.15,90.0,9,4,100,37600,100
114000,-23.703589,-46.698135,50.30,89.5,12,4,200,37600,100
114100,-23.703576,-46.698130,51.46,89.0,11,4,300,37600,100
114200,-23.703563,-46.698126,52.61,88.5,11,4,400,37600,100
114300,-23.703550,-46.698123,53.76,88.0,9,4,500,37600,100
114400,-23.703536,-46.698120,54.91,87.5,8,4,600,37600,100
114500,-23.703523,-46.698118,56.06,86.9,10,4,700,37600,100
114600,-23.703510,-46.698116,57.22,86.4,8,4,799,37600,100
114700,-23.703496,-46.698115,58.37,85.9,10,4,899,37600,100
114800,-23.703469,-46.698116,59.52,84.8,11,4,999,37600,100
114900,-23.703456,-46.698117,60.67,84.3,9,4,1099,37600,100
115000,-23.703443,-46.698118,61.82,83.8,8,4,1200,37600,100
115100,-23.703429,-46.698121,62.98,83.3,8,4,1300,37600,100
115200,-23.703416,-46.698124,64.13,82.7,10,4,1400,37600,100
115300,-23.703403,-46.698128,64.21,82.2,10,4,1500,37600,100
115400,-23.703377,-46.698138,63.79,81.2,9,4,1600,37600,100
115500,-23.703365,-46.698144,62.10,80.6,8,4,1700,37600,100
115600,-23.703353,-46.698151,62.78,80.1,10,4,1800,37600,100
115700,-23.703342,-46.698158,62.32,79.6,11,4,1900,37600,100
115800,-23.703331,-46.698166,63.25,79.2,8,4,2000,37600,100
115900,-23.703320,-46.698175,63.52,78.7,9,4,2100,37600,100
116000,-23.703300,-46.698195,63.07,77.7,10,4,2200,37600,100
116100,-23.703291,-46.698206,64.22,77.3,11,4,2300,37600,100
116200,-23.703282,-46.698217,65.37,76.8,11,4,2400,37600,100
116300,-23.703274,-46.698230,66.52,76.4,12,4,2500,37600,100
116400,-23.703266,-46.698241,67.67,76.0,10,4,2600,37600,100
116500,-23.703252,-46.698266,68.83,75.2,10,4,2700,37600,100
116600,-23.703246,-46.698279,69.98,74.8,9,4,2800,37600,100
116700,-23.703240,-46.698291,71.13,74.4,12,4,2900,37600,100
116800,-23.703229,-46.698319,72.28,73.6,8,4,3000,37600,100
116900,-23.703224,-46.698333,73.43,73.3,8,4,3100,37600,100
117000,-23.703219,-46.698347,74.59,72.9,8,4,3200,37600,100
117100,-23.703212,-46.698374,75.74,72.3,11,4,3300,37600,100
